"SMILES","HMDB.ID","lab.id","b'Metabolite.name'","M","m/z","CCS","adducts","formal.charge","physiological.charge","predicted.logp.ALOGPS","predicted.logp.ChemAxon","logs","pka.strongest.acidic","pka.strongest.basic","acceptor.count","donor.count","polar.surface.area","rotatable.bond.count","refractivity","polarizability"
"CN1C=NC(C[C@H](N)C(O)=O)=C1","HMDB00001","S0297","b'1-Methylhistidine'","169.0851","168.0773","139.6386495","[M-H]","0","0","-2.95","-3.1","-1.39","1.96","9.25","4","2","81.14","3","42.39","17.11"
"OC[C@H]1O[C@H](C[C@@H]1O)N1C=CC(=O)NC1=O","HMDB00012","S0029","b""2'-Deoxyuridine""","228.0746","227.0668","145.9135045","[M-H]","0","0","-1.49","-1.5","-0.4","9.71","-3","5","3","99.1","2","51.05","21.06"
"NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1","HMDB00014","S0139","b'Deoxycytidine'","227.0906","226.0828","146.8416366","[M-H]","0","0","-1.93","-1.9","-1.16","13.89","-0.0012","6","3","108.38","2","53.03","21.65"
"[H]C12CC[C@](O)(C(=O)CO)[C@@]1(C)CCC1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","HMDB00015","S0333","b'11-Deoxycortisol'","346.2144","345.2066","183.1225374","[M-H]","0","0","2.79","2.58","-4.14","12.59","-3.3","4","2","74.6","2","95.81","38.78"
"[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","HMDB00016","L0369","b'11-Deoxycorticosterone'","330.2195","329.2117","184.4178497","[M-H]","0","0","3.1","3.33","-4.3","13.86","-3.3","3","1","54.37","2","94.41","38.19"
"OC(=O)CC1=CC=C(O)C=C1","HMDB00020","S0133","b'p-Hydroxyphenylacetic acid'","152.0473","151.0395","126.6487962","[M-H]","0","-1","0.93","1.31","-1.33","4","-6","3","2","57.53","2","39.35","14.83"
"N[C@@H](CC1=CC=C(O)C(I)=C1)C(O)=O","HMDB00021","L0088","b'3-Iodo-L-tyrosine (MIT)'","306.9705","327.9447","148.0259999","[M+Na-2H]","0","0","-1.51","-0.56","-2.52","0.99","9.5","4","3","83.55","3","60.46","23.54"
"[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2","HMDB00030","L0014","b'D-Biotin'","244.0882","243.0804","152.9595208","[M-H]","0","-1","0.17","0.32","-2.3","4.4","-1.9","3","3","78.43","5","60.05","24.92"
"[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(O)CC[C@]12C","HMDB00031","S0358","b'3alpha-Hydroxy-5alpha-androstan-17-one (Androsterone)'","290.2246","289.2168","176.7119955","[M-H]","0","0","3.71","3.77","-4.66","18.3","-1.4","2","1","37.3","0","83.81","34.7"
"NCCC(=O)N[C@@H](CC1=CN=CN1)C(O)=O","HMDB00033","S0154","b'L-Carnosine'","226.1066","225.0988","149.7162468","[M-H]","0","0","-2.96","-4.5","-1.31","3.37","9.13","5","4","121.1","6","55.56","22.37"
"[H][C@@]12C[C@H](O)CCC1(C)C1C[C@H](O)C3(C)C(CCC3C1[C@H](O)C2)C(C)CCC(=O)NCCS(O)(=O)=O","HMDB00036","S0243","b'Taurocholate'","515.2917","514.2839","205.8239245","[M-H]","0","-1","0.79","-0.53","-3.83","-1.1","0.28","7","5","144.16","7","132.19","56.72"
"C[C@]12CCC(=O)C=C1CCC1C3CC[C@H](C(=O)CO)[C@]3(C[C@H](O)C21)C=O","HMDB00037","S0360","b'Aldosterone'","360.1937","359.1859","181.0890377","[M-H]","0","0","1.54","1.06","-3.39","13.82","-2.9","5","2","91.67","3","96.79","38.76"
"OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O","HMDB00048","S0303","b'D-(+)-Melibiose'","342.1162","341.1084","172.363765","[M-H]","0","0","-3","-4.7","0.17","11.25","-3","11","8","189.53","4","68.34","30.97"
"N[C@@H](CCCNC(=N)N[C@@H](CC(O)=O)C(O)=O)C(O)=O","HMDB00052","L0109","b'Argininosuccinic acid'","290.1226","311.0968","159.5719379","[M+Na-2H]","0","-1","-3.25","-5.8","-2.8","2.14","12.39","10","7","185.83","9","75.31","27.6"
"[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","HMDB00053","L0279","b'Androstendione'","286.1933","285.1855","172.7658206","[M-H]","0","0","2.93","3.93","-4.03","19.03","-4.8","2","0","34.14","0","83.61","33.2"
"CC1=C(C=C)\C(NC1=O)=C\C1=C(C)C(CCC(O)=O)=C(CC2=C(CCC(O)=O)C(C)=C(N2)\C=C2/NC(=O)C(C=C)=C2C)N1","HMDB00054","L0348","b'Bilirubin'","584.2635","583.2557","247.1817132","[M-H]","0","-2","3.22","3.12","-4.78","4.03","-2.8","6","6","164.38","12","168.9","66.16"
"NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H]1O","HMDB00061","L0285","b""Adenosine 3',5'-diphosphate (PAP)""","427.0294","408.011","179.4867737","[M-H2O-H]","0","-4","-1.63","-6.1","-2.11","0.71","4.92","12","6","232.6","6","84.94","34.31"
"[H][C@@]12CC[C@@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","HMDB00063","S0281","b'Hydrocortisone (Cortisol)'","362.2093","343.1909","182.993175","[M-H2O-H]","0","0","1.79","1.28","-3.26","12.58","-2.8","5","3","94.83","2","97.4","39.24"
"CNC[C@H](O)C1=CC(O)=C(O)C=C1","HMDB00068","L0110","b'Epinephrine'","183.0895","182.0817","137.8661909","[M-H]","0","1","-0.82","-0.43","-0.99","9.69","8.91","4","4","72.72","3","49.23","19.04"
"OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC2=O","HMDB00071","L0005","b'Deoxyinosine'","252.0859","251.0781","153.3993597","[M-H]","0","0","-1.62","-0.66","-1.13","11.68","0.08","7","3","113.52","2","58.97","23.69"
"NCCC1=CC(O)=C(O)C=C1","HMDB00073","L0111","b'Dopamine'","153.079","152.0712","129.5146679","[M-H]","0","1","-0.4","0.03","-1.31","10.01","9.27","3","3","66.48","2","43.25","16.21"
"C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C)C1CCC2=O","HMDB00077","S0339","b'trans-Dehydroandrosterone'","288.2089","287.2011","175.3428561","[M-H]","0","0","3.53","3.36","-3.82","18.2","-1.4","2","1","37.3","0","84.66","33.2"
"N[C@@H](CS)C(=O)NCC(O)=O","HMDB00078","L0112","b'Cysteinylglycine'","178.0412","177.0334","131.7737492","[M-H]","0","0","-2.59","-3.9","-1.46","3.6","8.08","4","4","92.42","4","41.03","16.98"
"NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O","HMDB00082","L0076","b'Cytidine triphosphate (CTP)'","482.9845","481.9767","179.080374","[M-H]","0","-3","-0.34","-4.3","-1.64","0.91","-0.54","13","7","268.2","8","87.16","35.87"
"NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)N1","HMDB00085","S0070","b'Deoxyguanosine'","267.0968","266.089","156.7647307","[M-H]","0","0","-1.75","-1.8","-1.37","10.16","1.83","7","4","134.99","2","63.11","25.22"
"N[C@@H](CCSC[C@H](N)C(O)=O)C(O)=O","HMDB00099","L0187","b'L-Cystathionine'","222.0674","221.0596","139.514341","[M-H]","0","0","-4.01","-5.8","-1.11","1.79","9.66","6","4","126.64","7","51.57","22.02"
"NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](CO)O1","HMDB00101","L0033","b'Deoxyadenosine'","251.1018","250.094","152.1996657","[M-H]","0","0","-0.95","-1.2","-1.37","13.89","5","7","3","119.31","2","61.68","24.25"
"OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO","HMDB00107","S0137","b'Dulcitol'","182.079","181.0712","128.7725337","[M-H]","0","0","-2.68","-3.7","0.1","12.59","-3","6","6","121.38","5","38.4","17.25"
"COC1=CC(CC(O)=O)=CC=C1O","HMDB00118","S0160","b'Homovanillic acid'","182.0579","181.0501","134.1457673","[M-H]","0","-1","1.02","1.15","-1.83","3.74","-4.9","4","2","66.76","3","45.81","17.74"
"OC[C@@H](O)COP(O)(O)=O","HMDB00126","L0137","b'Glycerol 3-phosphate'","172.0137","171.0059","124.8560662","[M-H]","0","-2","-1.84","-2","-0.75","1.51","-3","5","4","107.22","4","31.39","13.58"
"[H][C@@]12CC[C@H]([C@H](C)CCC(=O)NCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])[C@H](O)CC2C[C@H](O)CC[C@]12C","HMDB00138","L0225","b'Glycocholic acid'","465.309","464.3012","200.5769608","[M-H]","0","-1","1.7","1.38","-4.27","3.77","-0.04","6","5","127.09","6","123.59","53.03"
"[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3","HMDB00145","S0343","b'Estrone'","270.162","269.1542","170.629009","[M-H]","0","0","4.03","4.31","-4.84","10.33","-5.4","2","1","37.3","0","79.08","31.27"
"OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O","HMDB00150","S0023","b'D-Glucono-1,5-lactone'","178.0477","177.0399","130.5886101","[M-H]","0","0","-2.16","-2.7","0.52","11.62","-3","5","4","107.22","1","34.78","15.63"
"[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3","HMDB00151","S0126","b'\xce\xb2-Estradiol'","272.1776","271.1698","173.3362756","[M-H]","0","0","3.57","3.75","-4.11","10.33","-0.88","2","2","40.46","0","79.9","32.13"
"OC(=O)C1=C(O)C=CC(O)=C1","HMDB00152","S0329","b'Gentisic acid'","154.0266","153.0188","122.6723579","[M-H]","0","-1","1.23","1.67","-1.1","2.53","-5.9","4","3","77.76","1","37.28","13.78"
"OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O","HMDB00163","S0143","b'D-Maltose'","342.1162","379.0643","175.1854912","[M+K-2H]","0","0","-3.01","-4.7","0.23","11.25","-3","11","8","189.53","4","68.34","31.43"
"N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O","HMDB00181","S0122","b'3,4-Dihydroxy-L-phenylalanine(L-DOPA)'","197.0688","196.061","138.2109707","[M-H]","0","0","-2.32","-1.8","-1.78","1.65","9.06","5","4","103.78","3","49.08","18.91"
"O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN=C2O","HMDB00189","L0337","b'Inosine triphosphate'","507.9798","506.972","187.3020311","[M-H]","0","-3","-0.67","-4.4","-2.03","0.93","-0.17","14","7","273.34","8","93.09","38.01"
"OC(C(CC(O)=O)C(O)=O)C(O)=O","HMDB00193","S0115","b'Isocitrate '","192.027","191.0192","125.2642136","[M-H]","0","-3","-0.35","-1.4","-0.56","3.07","-4","7","4","132.13","5","35.72","15.55"
"CN1C=NC=C1C[C@H](NC(=O)CCN)C(O)=O","HMDB00194","L0301","b'L-Anserine'","240.1222","239.1144","152.3202499","[M-H]","0","0","-2.95","-4.3","-1.78","3.44","9.13","5","3","110.24","6","60.46","24.23"
"CC(=O)NCCCC[C@H](N)C(O)=O","HMDB00206","L0011","b'N6-Acetyl-L-lysine'","188.1161","187.1083","139.7501324","[M-H]","0","0","-2.58","-3.2","-1.03","2.43","9.53","4","3","92.42","6","47.25","20.28"
"CCCCCCCC\C=C/CCCCCCCC(O)=O","HMDB00207","L0123","b'Oleic acid'","282.2559","281.2481","173.8754179","[M-H]","0","-1","7.68","6.78","-6.37","4.99","NA","2","1","37.3","15","87.4","37.09"
"O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O","HMDB00211","S0024","b'myo-Inositol '","180.0634","179.0556","128.6070022","[M-H]","0","0","-2.59","-3.8","0.43","12.29","-3.6","6","6","121.38","0","35.77","16.14"
"NC[C@H](O)C1=CC(O)=C(O)C=C1","HMDB00216","L0270","b'Norepinephrine'","169.0739","168.0661","131.9870983","[M-H]","0","1","-1.4","-0.68","-1.13","9.5","8.85","4","4","86.71","2","44.46","16.96"
"NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](OP(O)(O)=O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O","HMDB00217","L0042","b'Nicotinamide adenine dinucleotide phosphate (NADP)'","743.0755","742.0677","228.2748324","[M-H]","1","-3","-0.78","-11","-2.27","0.66","4.92","17","9","364.79","13","152.87","61.01"
"CCCCCCCCCCCCCCCC(O)=O","HMDB00220","S0135","b'Palmitic acid'","256.2402","255.2324","167.5159833","[M-H]","0","-1","7.23","6.26","-5.8","4.95","NA","2","1","37.3","14","77.08","34.36"
"CCCCCCCCCCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C","HMDB00222","L0151","b'L-Palmitoylcarnitine'","399.3349","398.3271","204.4860569","[M-H]","0","0","1.77","2.03","-7.58","4.22","-7.1","3","0","66.43","20","137.08","50.41"
"NCCOP(O)(O)=O","HMDB00224","L0107","b'O-Phosphoethanolamine'","141.0191","140.0113","121.5956136","[M-H]","0","-1","-1.54","-2.5","-0.74","1.54","10.02","4","3","92.78","3","27.08","11.12"
"OC(=O)CCCC(=O)C(O)=O","HMDB00225","L0329","b'2-Oxoadipic acid'","160.0372","181.0114","129.6549778","[M+Na-2H]","0","-2","-0.37","0.34","-0.83","2.84","-9.7","5","2","91.67","5","33.48","14.16"
"[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","HMDB00234","S0127","b'Testosterone'","288.2089","287.2011","175.6448288","[M-H]","0","0","2.99","3.37","-3.94","19.09","-0.88","2","1","37.3","0","84.43","34.02"
"CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N","HMDB00235","S0085","b'Thiamine'","264.1045","263.0967","160.2997648","[M-H]","1","1","-2.11","-3.1","-4.29","15.5","5.54","4","2","75.91","4","73.4","28.14"
"C[C@H](O)C(=O)C1=NC2=C(NC1)NC(N)=NC2=O","HMDB00238","L0331","b'Sepiapterin'","237.0862","218.0678","144.4722792","[M-H2O-H]","0","0","-1.09","-1.4","-2.3","7.93","3.16","8","4","129.17","2","67.5","22.44"
"CC1=C(O)C(CO)=C(CO)C=N1","HMDB00239","S0080","b'Pyridoxine'","169.0739","168.0661","130.7490147","[M-H]","0","0","-0.57","-0.95","-1.02","9.4","5.58","4","3","73.58","2","44.11","17.11"
"CC1=C(CCC(O)=O)/C2=C/C3=N/C(=C\C4=C(C)C(C=C)=C(N4)/C=C4\N=C(\C=C\1/N\2)C(C=C)=C4C)/C(C)=C3CCC(O)=O","HMDB00241","L0334","b'Protoporphyrin IX'","562.258","561.2502","245.2321676","[M-H]","0","-2","4.4","6.78","-4.41","3.68","4.96","6","4","131.96","8","163.81","65.97"
"CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1","HMDB00244","S0072","b'Riboflavin (Vitamin B2)'","376.1383","375.1305","184.1241193","[M-H]","0","-1","-1.05","-0.92","-2.76","6.97","0.76","9","5","155.05","5","96.27","37.5"
"NCC1=C(CC(O)=O)C(CCC(O)=O)=CN1","HMDB00245","L0233","b'Porphobilinogen'","226.0956","225.0878","146.2171361","[M-H]","0","-1","-2.4","-2.7","-1.92","3.66","8.99","5","4","116.41","6","56.38","22.53"
"OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO","HMDB00247","S0140","b'D-Sorbitol'","182.079","181.0712","129.6381776","[M-H]","0","0","-2.68","-3.7","0.1","12.59","-3","6","6","121.38","5","38.4","17.12"
"N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O","HMDB00248","L0260","b'L-Thyroxine'","776.6867","797.6609","194.1889112","[M+Na-2H]","0","0","1.15","3.73","-4.94","0.27","9.43","4","3","92.78","5","126.79","49.4"
"[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])C2CC=C2C[C@H](O)CC[C@]12C","HMDB00253","S0330","b'Pregnenolone'","316.2402","315.2324","182.8621061","[M-H]","0","0","4.06","3.58","-4.37","18.2","-1.4","2","1","37.3","1","93.76","37.93"
"NCCC1=CNC2=CC=C(O)C=C12","HMDB00259","S0123","b'Serotonin'","176.095","175.0872","135.8501976","[M-H]","0","1","0.56","0.48","-1.85","9.31","10","2","3","62.04","2","52.35","19.31"
"CC1=CNC(=O)NC1=O","HMDB00262","S0049","b'Thymine'","126.0429","125.0351","117.3929062","[M-H]","0","0","-0.99","-0.46","-1.07","10.02","-5","2","2","58.2","0","30.33","11.42"
"N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O","HMDB00265","L0124","b'Liothyronine'","650.79","671.7642","185.2320738","[M+Na-2H]","0","0","0.82","2.8","-4.52","0.3","9.48","4","3","92.78","5","113.43","43.92"
"[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])C2CC[C@]2([H])C[C@H](O)CC[C@]12C","HMDB00268","S0356","b'3alpha,11beta,21-Trihydroxy-5beta-pregnan-20-one'","350.2457","349.2379","187.1847417","[M-H]","0","0","2.07","1.86","-3.47","13.86","-0.25","4","3","77.76","2","96.2","39.88"
